Date,Close
1/2/2014 16:00:00,78.91
1/3/2014 16:00:00,78.65
1/6/2014 16:00:00,78.21
1/7/2014 16:00:00,78.45
1/8/2014 16:00:00,77.83
1/9/2014 16:00:00,78.09
1/10/2014 16:00:00,78.04
1/13/2014 16:00:00,77.49
1/14/2014 16:00:00,77.96
1/15/2014 16:00:00,77.66
1/16/2014 16:00:00,76.76
1/17/2014 16:00:00,76.19
1/21/2014 16:00:00,75.84
1/22/2014 16:00:00,75.35
1/23/2014 16:00:00,74.96
1/24/2014 16:00:00,74.42
1/27/2014 16:00:00,74.15
1/28/2014 16:00:00,74.67
1/29/2014 16:00:00,74.1
1/30/2014 16:00:00,74.75
1/31/2014 16:00:00,74.68
2/3/2014 16:00:00,72.66
2/4/2014 16:00:00,72.73
2/5/2014 16:00:00,72.87
2/6/2014 16:00:00,72.82
2/7/2014 16:00:00,73.75
2/10/2014 16:00:00,73.76
2/11/2014 16:00:00,74.8
2/12/2014 16:00:00,74.96
2/13/2014 16:00:00,75.36
2/14/2014 16:00:00,75.79
2/18/2014 16:00:00,75.33
2/19/2014 16:00:00,74.85
2/20/2014 16:00:00,73.52
2/21/2014 16:00:00,73.12
2/24/2014 16:00:00,73.35
2/25/2014 16:00:00,73.35
2/26/2014 16:00:00,74.78
2/27/2014 16:00:00,74.56
2/28/2014 16:00:00,74.7
3/3/2014 16:00:00,74.12
3/4/2014 16:00:00,75.13
3/5/2014 16:00:00,74.8
3/6/2014 16:00:00,74.88
3/7/2014 16:00:00,74.58
3/10/2014 16:00:00,74.43
3/11/2014 16:00:00,74.92
3/12/2014 16:00:00,75.53
3/13/2014 16:00:00,74.93
3/14/2014 16:00:00,74.28
3/17/2014 16:00:00,74.68
3/18/2014 16:00:00,74.77
3/19/2014 16:00:00,74.38
3/20/2014 16:00:00,75.38
3/21/2014 16:00:00,76.1
3/24/2014 16:00:00,76.76
3/25/2014 16:00:00,76.87
3/26/2014 16:00:00,76.23
3/27/2014 16:00:00,76.14
3/28/2014 16:00:00,76.01
3/31/2014 16:00:00,76.43
4/1/2014 16:00:00,76.77
4/2/2014 16:00:00,77.18
4/3/2014 16:00:00,77.46
4/4/2014 16:00:00,77.31
4/7/2014 16:00:00,77.31
4/8/2014 16:00:00,78.18
4/9/2014 16:00:00,77.97
4/10/2014 16:00:00,76.89
4/11/2014 16:00:00,76.5
4/14/2014 16:00:00,77.38
4/15/2014 16:00:00,76.88
4/16/2014 16:00:00,77.22
4/17/2014 16:00:00,77.66
4/21/2014 16:00:00,77.6
4/22/2014 16:00:00,77.56
4/23/2014 16:00:00,78.04
4/24/2014 16:00:00,78.31
4/25/2014 16:00:00,78.62
4/28/2014 16:00:00,79.76
4/29/2014 16:00:00,79.67
4/30/2014 16:00:00,79.71
5/1/2014 16:00:00,79.7
5/2/2014 16:00:00,79.12
5/5/2014 16:00:00,78.62
5/6/2014 16:00:00,78.01
5/7/2014 16:00:00,77.96
5/8/2014 16:00:00,78.69
5/9/2014 16:00:00,79.2
5/12/2014 16:00:00,79.15
5/13/2014 16:00:00,79.14
5/14/2014 16:00:00,78.74
5/15/2014 16:00:00,76.83
5/16/2014 16:00:00,77.01
5/19/2014 16:00:00,76.61
5/20/2014 16:00:00,75.69
5/21/2014 16:00:00,75.66
5/22/2014 16:00:00,75.39
5/23/2014 16:00:00,75.61
5/27/2014 16:00:00,75.59
5/28/2014 16:00:00,75.53
5/29/2014 16:00:00,75.98
5/30/2014 16:00:00,76.77
6/2/2014 16:00:00,76.76
6/3/2014 16:00:00,76.71
6/4/2014 16:00:00,77.13
6/5/2014 16:00:00,77.32
6/6/2014 16:00:00,77.21
6/9/2014 16:00:00,77.01
6/10/2014 16:00:00,76.62
6/11/2014 16:00:00,76.16
6/12/2014 16:00:00,75.73
6/13/2014 16:00:00,75.28
6/16/2014 16:00:00,75.34
6/17/2014 16:00:00,74.99
6/18/2014 16:00:00,75.7
6/19/2014 16:00:00,75.87
6/20/2014 16:00:00,75.68
6/23/2014 16:00:00,75.79
6/24/2014 16:00:00,75.97
6/25/2014 16:00:00,75.62
6/26/2014 16:00:00,74.91
6/27/2014 16:00:00,75.34
6/30/2014 16:00:00,75.07
7/1/2014 16:00:00,75.28
7/2/2014 16:00:00,75.62
7/3/2014 16:00:00,75.75
7/7/2014 16:00:00,76.07
7/8/2014 16:00:00,76.65
7/9/2014 16:00:00,77.21
7/10/2014 16:00:00,77.06
7/11/2014 16:00:00,76.82
7/14/2014 16:00:00,76.55
7/15/2014 16:00:00,76.84
7/16/2014 16:00:00,76.86
7/17/2014 16:00:00,76.61
7/18/2014 16:00:00,77.09
7/21/2014 16:00:00,76.77
7/22/2014 16:00:00,76.64
7/23/2014 16:00:00,76.99
7/24/2014 16:00:00,76.35
7/25/2014 16:00:00,75.97
7/28/2014 16:00:00,75.71
7/29/2014 16:00:00,75.44
7/30/2014 16:00:00,74.78
7/31/2014 16:00:00,73.58
8/1/2014 16:00:00,73.54
8/4/2014 16:00:00,73.54
8/5/2014 16:00:00,73.34
8/6/2014 16:00:00,74.2
8/7/2014 16:00:00,73.95
8/8/2014 16:00:00,74.67
8/11/2014 16:00:00,74.36
8/12/2014 16:00:00,74.22
8/13/2014 16:00:00,74.03
8/14/2014 16:00:00,74.39
8/15/2014 16:00:00,73.9
8/18/2014 16:00:00,74.49
8/19/2014 16:00:00,74.88
8/20/2014 16:00:00,74.96
8/21/2014 16:00:00,75.55
8/22/2014 16:00:00,75.73
8/25/2014 16:00:00,75.69
8/26/2014 16:00:00,75.52
8/27/2014 16:00:00,75.85
8/28/2014 16:00:00,75.9
8/29/2014 16:00:00,75.5
9/2/2014 16:00:00,75.75
9/3/2014 16:00:00,76.01
