Date,Close
6/11/2018 16:00,9.58
6/12/2018 16:00,9.56
6/13/2018 16:00,9.57
6/18/2018 16:00,9.58
6/19/2018 16:00,9.57
6/20/2018 16:00,9.59
6/22/2018 16:00,9.58
6/26/2018 16:00,9.58
7/10/2018 16:00,9.54
7/11/2018 16:00,9.54
7/12/2018 16:00,9.54
7/13/2018 16:00,9.54
7/16/2018 16:00,9.54
7/17/2018 16:00,9.57
7/18/2018 16:00,9.55
7/19/2018 16:00,9.54
7/23/2018 16:00,9.54
7/24/2018 16:00,9.55
7/25/2018 16:00,9.55
7/26/2018 16:00,9.54
7/30/2018 16:00,9.55
7/31/2018 16:00,9.56
8/1/2018 16:00,9.55
8/3/2018 16:00,9.55
8/6/2018 16:00,9.55
8/15/2018 16:00,9.56
8/20/2018 16:00,9.58
8/22/2018 16:00,9.57
8/23/2018 16:00,9.58
8/24/2018 16:00,9.58
8/27/2018 16:00,9.57
8/28/2018 16:00,9.57
8/29/2018 16:00,9.58
8/30/2018 16:00,9.58
8/31/2018 16:00,9.58
9/4/2018 16:00,9.57
9/5/2018 16:00,9.57
9/6/2018 16:00,9.6
9/7/2018 16:00,9.59
9/10/2018 16:00,9.59
9/13/2018 16:00,9.58
9/14/2018 16:00,9.6
9/17/2018 16:00,9.6
9/18/2018 16:00,9.51
9/19/2018 16:00,9.51
9/20/2018 16:00,9.57
9/21/2018 16:00,9.57
9/24/2018 16:00,9.57
9/25/2018 16:00,9.58
9/26/2018 16:00,9.57
9/27/2018 16:00,9.57
9/28/2018 16:00,9.57
10/3/2018 16:00,9.57
10/4/2018 16:00,9.57
10/5/2018 16:00,9.55
10/9/2018 16:00,9.57
10/11/2018 16:00,9.51
10/12/2018 16:00,9.53
10/15/2018 16:00,9.53
10/17/2018 16:00,9.51
10/18/2018 16:00,9.52
10/19/2018 16:00,9.53
10/23/2018 16:00,9.58
10/24/2018 16:00,9.59
10/25/2018 16:00,9.59
10/29/2018 16:00,9.59
10/30/2018 16:00,9.59
10/31/2018 16:00,9.59
11/1/2018 16:00,9.59
11/2/2018 16:00,9.59
11/5/2018 16:00,9.59
11/7/2018 16:00,9.64
11/8/2018 16:00,9.65
11/9/2018 16:00,9.68
11/15/2018 16:00,9.68
11/20/2018 16:00,9.65
11/27/2018 16:00,9.73
11/28/2018 16:00,9.75
11/29/2018 16:00,9.71
11/30/2018 16:00,9.69
12/3/2018 16:00,9.76
12/4/2018 16:00,9.73
12/18/2018 16:00,9.67
12/20/2018 16:00,9.65
12/24/2018 13:00,9.65
12/26/2018 16:00,9.65
12/28/2018 16:00,9.75
12/31/2018 16:00,9.7
1/3/2019 16:00,9.73
1/9/2019 16:00,9.7
1/11/2019 16:00,9.75
1/14/2019 16:00,9.8
1/15/2019 16:00,9.8
1/22/2019 16:00,9.84
1/24/2019 16:00,9.85
1/28/2019 16:00,9.88
1/29/2019 16:00,9.85
1/30/2019 16:00,9.86
1/31/2019 16:00,9.9
2/1/2019 16:00,9.9
2/4/2019 16:00,9.95
2/6/2019 16:00,9.93
2/7/2019 16:00,9.9
2/8/2019 16:00,9.9
2/12/2019 16:00,9.92
2/13/2019 16:00,9.93
2/14/2019 16:00,9.87
2/15/2019 16:00,9.93
2/19/2019 16:00,9.94
2/20/2019 16:00,9.92
2/21/2019 16:00,9.95
2/22/2019 16:00,9.95
2/25/2019 16:00,9.97
2/27/2019 16:00,9.97
2/28/2019 16:00,9.92
3/1/2019 16:00,9.92
3/4/2019 16:00,9.96
3/6/2019 16:00,9.96
3/7/2019 16:00,9.98
3/8/2019 16:00,9.98
3/11/2019 16:00,10
3/13/2019 16:00,9.99
3/14/2019 16:00,9.99
3/15/2019 16:00,9.98
3/18/2019 16:00,10
3/19/2019 16:00,9.99
3/20/2019 16:00,10.03
3/21/2019 16:00,9.99
3/22/2019 16:00,10.03
3/25/2019 16:00,10
3/26/2019 16:00,9.99
4/2/2019 16:00,10.01
4/3/2019 16:00,10.02
4/4/2019 16:00,10.02
4/8/2019 16:00,10.01
4/9/2019 16:00,10.03
4/10/2019 16:00,10.03
4/11/2019 16:00,10.03
4/15/2019 16:00,10.05
4/16/2019 16:00,10.02
4/17/2019 16:00,10.02
4/18/2019 16:00,10.02
4/22/2019 16:00,10.04
4/23/2019 16:00,10.04
4/24/2019 16:00,10.04
4/26/2019 16:00,10.04
4/29/2019 16:00,10.04
4/30/2019 16:00,10.05
5/1/2019 16:00,10.02
5/2/2019 16:00,10.04
5/3/2019 16:00,10.04
5/8/2019 16:00,10.05
5/13/2019 16:00,10.02
5/14/2019 16:00,10.06
5/15/2019 16:00,10.05
5/17/2019 16:00,10.09
5/21/2019 16:00,10.05
5/23/2019 16:00,10.06
5/31/2019 16:00,10.13
6/3/2019 16:00,10.1
6/7/2019 16:00,10.12
6/10/2019 16:00,10.12
6/11/2019 16:00,10.12
6/14/2019 16:00,10.12
6/18/2019 16:00,10.15
6/20/2019 16:00,10.15
6/24/2019 16:00,10.13
6/25/2019 16:00,10.11
6/26/2019 16:00,10.12
6/27/2019 16:00,10.12
6/28/2019 16:00,10.13
7/1/2019 16:00,10.13
7/2/2019 16:00,10.13
7/5/2019 16:00,10.13
7/8/2019 16:00,10.13
7/9/2019 16:00,10.14
7/10/2019 16:00,10.13
7/11/2019 16:00,10.13
7/12/2019 16:00,10.13
7/15/2019 16:00,10.13
7/17/2019 16:00,10.14
7/18/2019 16:00,10.13
7/19/2019 16:00,10.16
7/22/2019 16:00,10.17
7/24/2019 16:00,10.16
7/25/2019 16:00,10.16
7/26/2019 16:00,10.2
8/2/2019 16:00,10.17
8/5/2019 16:00,10.18
8/6/2019 16:00,10.19
8/7/2019 16:00,10.17
8/8/2019 16:00,10.17
8/13/2019 16:00,10.18
8/16/2019 16:00,10.2
8/20/2019 16:00,10.18
8/21/2019 16:00,10.19
8/22/2019 16:00,10.2
8/23/2019 16:00,10.16
8/28/2019 16:00,10.19
8/29/2019 16:00,10.19
9/4/2019 16:00,10.17
9/5/2019 16:00,10.2
9/9/2019 16:00,10.2
9/10/2019 16:00,10.2
9/11/2019 16:00,10.21
9/12/2019 16:00,10.23
9/13/2019 16:00,10.23
9/16/2019 16:00,10.2
9/19/2019 16:00,10.2
9/24/2019 16:00,10.22
9/27/2019 16:00,10.21
10/4/2019 16:00,10.23
10/7/2019 16:00,10.22
10/8/2019 16:00,10.25
10/10/2019 16:00,10.25
10/11/2019 16:00,10.25
10/14/2019 16:00,10.25
10/15/2019 16:00,10.26
10/21/2019 16:00,10.23
10/22/2019 16:00,10.33
10/23/2019 16:00,10.28
10/24/2019 16:00,10.24
10/28/2019 16:00,10.26
10/29/2019 16:00,10.26
11/4/2019 16:00,10.3
11/5/2019 16:00,10.26
11/6/2019 16:00,10.25
11/14/2019 16:00,10.24
11/19/2019 16:00,10.24
11/20/2019 16:00,10.25
11/22/2019 16:00,10.27
11/25/2019 16:00,10.23
11/27/2019 16:00,10.22
11/29/2019 13:00,10.27
12/3/2019 16:00,10.3
12/4/2019 16:00,10.3
12/6/2019 16:00,10.3
12/11/2019 16:00,10.27
12/12/2019 16:00,10.3
12/16/2019 16:00,10.29
12/17/2019 16:00,10.3
12/19/2019 16:00,10.3
12/20/2019 16:00,10.32
12/23/2019 16:00,10.32
12/26/2019 16:00,10.32
12/27/2019 16:00,10.32
12/30/2019 16:00,10.3
12/31/2019 16:00,10.32
1/2/2020 16:00,10.32
1/3/2020 16:00,10.3
1/6/2020 16:00,10.32
1/7/2020 16:00,10.33
1/8/2020 16:00,10.34
1/9/2020 16:00,10.35
1/10/2020 16:00,10.33
1/13/2020 16:00,10.34
1/14/2020 16:00,10.35
1/16/2020 16:00,10.35
1/17/2020 16:00,10.34
1/21/2020 16:00,10.35
1/22/2020 16:00,10.35
1/23/2020 16:00,10.35
1/24/2020 16:00,10.34
1/27/2020 16:00,10.34
1/28/2020 16:00,10.35
1/29/2020 16:00,10.35
1/30/2020 16:00,10.35
1/31/2020 16:00,10.34
2/3/2020 16:00,10.35
2/4/2020 16:00,10.36
2/5/2020 16:00,10.36
2/7/2020 16:00,10.38
2/10/2020 16:00,10.4
2/11/2020 16:00,10.38
2/12/2020 16:00,10.38
2/13/2020 16:00,10.37
2/14/2020 16:00,10.36
2/18/2020 16:00,10.37
2/19/2020 16:00,10.34
2/20/2020 16:00,10.38
2/21/2020 16:00,10.49
2/24/2020 16:00,10.45
2/25/2020 16:00,10.4
2/26/2020 16:00,10.39
2/27/2020 16:00,10.4
2/28/2020 16:00,10.37
3/2/2020 16:00,10.35
3/3/2020 16:00,11.5
3/4/2020 16:00,14.7
3/5/2020 16:00,14.7
3/6/2020 16:00,13.74
3/9/2020 16:00,11.76
3/10/2020 16:00,12
3/11/2020 16:00,11.35
3/12/2020 16:00,11.02
3/13/2020 16:00,11.24
3/16/2020 16:00,10.94
3/17/2020 16:00,10.76
3/18/2020 16:00,10.5
3/19/2020 16:00,10.7
3/20/2020 16:00,10.65
3/23/2020 16:00,10.7
3/24/2020 16:00,10.81
3/25/2020 16:00,10.95
3/26/2020 16:00,11.05
3/27/2020 16:00,10.88
3/30/2020 16:00,10.98
3/31/2020 16:00,10.64
4/1/2020 16:00,10.59
4/2/2020 16:00,10.8
4/3/2020 16:00,10.8
4/6/2020 16:00,11
4/7/2020 16:00,10.94
4/8/2020 16:00,11.01
4/9/2020 16:00,11.12
4/13/2020 16:00,11.75
4/14/2020 16:00,12.14
4/15/2020 16:00,11.8
4/16/2020 16:00,11.7
4/17/2020 16:00,11.74
4/20/2020 16:00,12.11
4/21/2020 16:00,11.64
4/22/2020 16:00,12.05
4/23/2020 16:00,12.33
4/24/2020 16:00,12.7
4/27/2020 16:00,14.35
4/28/2020 16:00,13.9
4/29/2020 16:00,13.94
4/30/2020 16:00,13.25
5/1/2020 16:00,13
5/4/2020 16:00,13.09
5/5/2020 16:00,13.23
5/6/2020 16:00,13.18
5/7/2020 16:00,14.85
5/8/2020 16:00,16.51
5/11/2020 16:00,20.38
5/12/2020 16:00,27.1
5/13/2020 16:00,30.3
5/14/2020 16:00,25.79
5/15/2020 16:00,22.62
5/18/2020 16:00,21.83
5/19/2020 16:00,25.18
5/20/2020 16:00,22.85
5/21/2020 16:00,24.08
5/22/2020 16:00,25.66
5/26/2020 16:00,28.5
5/27/2020 16:00,28.63
5/28/2020 16:00,27.5
5/29/2020 16:00,28.7
6/1/2020 16:00,33.99
6/2/2020 16:00,31.37
6/3/2020 16:00,33.97
6/4/2020 16:00,33.75
6/5/2020 16:00,35.97
6/8/2020 16:00,73.27
6/9/2020 16:00,79.73
6/10/2020 16:00,65.01
6/11/2020 16:00,60.5
6/12/2020 16:00,64
6/15/2020 16:00,68.13
6/16/2020 16:00,62.93
6/17/2020 16:00,64.06
6/18/2020 16:00,67.73
6/19/2020 16:00,65.9
6/22/2020 16:00,70
6/23/2020 16:00,75.06
6/24/2020 16:00,74.19
6/25/2020 16:00,71.1
6/26/2020 16:00,63.55
6/29/2020 16:00,67.57
6/30/2020 16:00,67.53
7/1/2020 16:00,65.9
7/2/2020 16:00,57.19
7/6/2020 16:00,48.92
7/7/2020 16:00,40.23
